NUMBER,GAS_USED,TXS,TIMESTAMP
241305,23751000,1131,1614101820
241306,62097000,2957,1614101833
241307,22302000,1062,1614101838
241308,17052000,812,1614101840
241309,46620000,2220,1614101846
241310,43974000,2094,1614101851
241311,37800000,1800,1614101856
241312,62496000,2976,1614101867
241313,45549000,2169,1614101882
241314,37275000,1775,1614101887
241315,69405000,3305,1614101896
241316,38745000,1845,1614101931
241317,60228000,2868,1614101969
241318,9177000,437,1614101973
241319,19551000,931,1614101976
241320,66087000,3147,1614102006
241321,26313000,1253,1614102039
241322,81837000,3897,1614102056
241323,6069000,289,1614102059
241324,53844000,2564,1614102066
241325,17850000,850,1614102068
241326,82551000,3931,1614102080
241327,22050000,1050,1614102084
241328,8358000,398,1614102085
241329,85533000,4073,1614102096
241330,10542000,502,1614102111
241331,39690000,1890,1614102116
241332,53760000,2560,1614102122
241333,54390000,2590,1614102129
241334,9366000,446,1614102130
241335,76524000,3644,1614102150
241336,31626000,1506,1614102158
241337,46095000,2195,1614102166
241338,39795000,1895,1614102174
241339,45255000,2155,1614102225
241340,53340000,2540,1614102235
241341,34209000,1629,1614102241
241342,73500000,3500,1614102262
241343,33474000,1594,1614102267
241344,25347000,1207,1614102270
241345,46263000,2203,1614102276
241346,38808000,1848,1614102292
241347,23079000,1099,1614102296
241348,63105000,3005,1614102304
241349,31080000,1480,1614102308
241350,75495000,3595,1614102317
241351,11529000,549,1614102319
241352,44310000,2110,1614102324
241353,47859000,2279,1614102336
241354,37296000,1776,1614102400
241355,24717000,1177,1614102405
241356,22470000,1070,1614102408
241357,17514000,834,1614102410
241358,52311000,2491,1614102416
241359,55839000,2659,1614102438
241360,13965000,665,1614102440
241361,25515000,1215,1614102443
241362,17640000,840,1614102445
241363,33180000,1580,1614102449
241364,34062000,1622,1614102453
241365,66150000,3150,1614102465
241366,42000000,2000,1614102482
241367,43428000,2068,1614102522
241368,63042000,3002,1614102533
241369,41244000,1964,1614102541
241370,58443000,2783,1614102550
241371,49707000,2367,1614102594
241372,15330000,730,1614102596
241373,69762000,3322,1614102624
241374,21945000,1045,1614102631
241375,85428000,4068,1614102673
241376,22722000,1082,1614102685
241377,64428000,3068,1614102704
241378,1050000,50,1614102706
241379,84126000,4006,1614102727
241380,24024000,1144,1614102762
241381,53088000,2528,1614102771
241382,31038000,1478,1614102779
241383,18354000,874,1614102781
241384,67515000,3215,1614102808
241385,21147000,1007,1614102818
241386,17682000,842,1614102820
241387,26586000,1266,1614102823
241388,77742000,3702,1614102833
241389,17556000,836,1614102835
241390,48909000,2329,1614102841
241391,25179000,1199,1614102844
241392,66843000,3183,1614102853
241393,23541000,1121,1614102865
241394,61866000,2946,1614102926
241395,45591000,2171,1614102947
241396,37065000,1765,1614102957
241397,19740000,940,1614102959
241398,13251000,631,1614102961
241399,42504000,2024,1614102966
241400,43512000,2072,1614102983
241401,22134000,1054,1614102987
241402,63336000,3016,1614102999
241403,22680000,1080,1614103004
241404,30429000,1449,1614103008
241405,55146000,2626,1614103025
241406,53004000,2524,1614103047
241407,12222000,582,1614103049
241408,83685000,3985,1614103059
241409,24465000,1165,1614103063
241410,64197000,3057,1614103096
241411,43953000,2093,1614103118
241412,37170000,1770,1614103123
241413,48069000,2289,1614103139
241414,22911000,1091,1614103142
241415,15225000,725,1614103144
241416,70602000,3362,1614103170
241417,21294000,1014,1614103174
241418,57036000,2716,1614103181
241419,40929000,1949,1614103188
241420,27300000,1300,1614103192
241421,67515000,3215,1614103201
241422,27573000,1313,1614103205
241423,57897000,2757,1614103212
241424,26880000,1280,1614103215
241425,58548000,2788,1614103233
241426,18564000,884,1614103235
241427,30933000,1473,1614103239
241428,65142000,3102,1614103251
241429,22050000,1050,1614103254
241430,62979000,2999,1614103270
241431,38871000,1851,1614103328
241432,46179000,2199,1614103337
241433,33600000,1600,1614103343
241434,73500000,3500,1614103364
241435,22050000,1050,1614103371
241436,63819000,3039,1614103413
241437,22071000,1051,1614103416
241438,33264000,1584,1614103420
241439,54600000,2600,1614103433
241440,22050000,1050,1614103441
241441,46494000,2214,1614103450
241442,39606000,1886,1614103456
241443,46326000,2206,1614103468
241444,22218000,1058,1614103475
241445,85932000,4092,1614103488
241446,22218000,1058,1614103502
241447,62832000,2992,1614103527
241448,41895000,1995,1614103535
241449,45948000,2188,1614103548
241450,22050000,1050,1614103551
241451,63735000,3035,1614103569
241452,17094000,814,1614103571
241453,68565000,3265,1614103654
241454,19677000,937,1614103667
241455,15813000,753,1614103669
241456,32445000,1545,1614103673
241457,56805000,2705,1614103686
241458,22050000,1050,1614103690
241459,67200000,3200,1614103702
241460,22050000,1050,1614103705
241461,63840000,3040,1614103724
241462,44079000,2099,1614103734
241463,36771000,1751,1614103743
241464,31941000,1521,1614103750
241465,53613000,2553,1614103803
241466,22596000,1076,1614103808
241467,82404000,3924,1614103830
241468,23100000,1100,1614103835
241469,62664000,2984,1614103850
241470,42483000,2023,1614103859
241471,42735000,2035,1614103891
241472,65415000,3115,1614103909
241473,42735000,2035,1614103925
241474,51639000,2459,1614103945
241475,46662000,2222,1614103966
241476,50946000,2426,1614103975
241477,57204000,2724,1614103993
241478,37065000,1765,1614104002
241479,48678000,2318,1614104027
241480,31815000,1515,1614104033
241481,58485000,2785,1614104042
241482,21945000,1045,1614104045
241483,23562000,1122,1614104048
241484,74445000,3545,1614104059
241485,22050000,1050,1614104066
241486,37233000,1773,1614104071
241487,18648000,888,1614104073
241488,8463000,403,1614104074
241489,76650000,3650,1614104091
241490,31500000,1500,1614104110
241491,53529000,2549,1614104166
241492,33642000,1602,1614104207
241493,43092000,2052,1614104214
241494,53508000,2548,1614104226
241495,52122000,2482,1614104239
241496,2688000,128,1614104242
241497,20538000,978,1614104244
241498,68418000,3258,1614104257
241499,39732000,1892,1614104274
241500,46032000,2192,1614104303
241501,14700000,700,1614104305
241502,47943000,2283,1614104311
241503,37716000,1796,1614104340
241504,67809000,3229,1614104352
241505,21966000,1046,1614104360
241506,65898000,3138,1614104369
241507,23940000,1140,1614104384
241508,9639000,459,1614104385
241509,35448000,1688,1614104390
241510,49833000,2373,1614104406
241511,34482000,1642,1614104434
241512,66969000,3189,1614104448
241513,5733000,273,1614104450
241514,55818000,2658,1614104457
241515,42000000,2000,1614104469
241516,13923000,663,1614104470
241517,71526000,3406,1614104488
241518,22701000,1081,1614104534
241519,62979000,2999,1614104566
241520,22617000,1077,1614104582
241521,39585000,1885,1614104587
241522,62706000,2986,1614104611
241523,22890000,1090,1614104642
241524,80010000,3810,1614104664
241525,22050000,1050,1614104674
241526,65310000,3110,1614104685
241527,18774000,894,1614104687
241528,39102000,1862,1614104692
241529,21315000,1015,1614104695
241530,64428000,3068,1614104709
241531,26565000,1265,1614104722
241532,76062000,3622,1614104732
241533,25704000,1224,1614104748
241534,65667000,3127,1614104763
241535,21903000,1043,1614104769
241536,25935000,1235,1614104773
241537,59745000,2845,1614104831
241538,21420000,1020,1614104834
241539,33390000,1590,1614104838
241540,71400000,3400,1614104849
241541,14259000,679,1614104889
241542,33348000,1588,1614104893
241543,52353000,2493,1614104911
241544,36288000,1728,1614104929
241545,61362000,2922,1614104952
241546,33831000,1611,1614105007
241547,36225000,1725,1614105012
241548,39543000,1883,1614105017
241549,13566000,646,1614105019
241550,70728000,3368,1614105028
241551,31059000,1479,1614105039
241552,61572000,2932,1614105051
241553,39900000,1900,1614105078
241554,53172000,2532,1614105101
241555,29358000,1398,1614105108
241556,65499000,3119,1614105141
241557,21945000,1045,1614105144
241558,63315000,3015,1614105190
241559,28833000,1373,1614105206
241560,63231000,3011,1614105219
241561,44919000,2139,1614105261
241562,63231000,3011,1614105305
241563,44919000,2139,1614105315
241564,57687000,2747,1614105336
241565,29715000,1415,1614105343
241566,19866000,946,1614105345
241567,65037000,3097,1614105362
241568,23247000,1107,1614105367
241569,15519000,739,1614105369
241570,71400000,3400,1614105395
241571,21546000,1026,1614105401
241572,66654000,3174,1614105438
241573,21588000,1028,1614105447
241574,32109000,1529,1614105451
241575,47292000,2252,1614105457
241576,38514000,1834,1614105470
241577,49308000,2348,1614105480
241578,51912000,2472,1614105489
241579,20328000,968,1614105492
241580,28035000,1335,1614105496
241581,57603000,2743,1614105513
241582,38220000,1820,1614105520
241583,69930000,3330,1614105533
241584,38220000,1820,1614105548
241585,46830000,2230,1614105573
241586,60354000,2874,1614105587
241587,18753000,893,1614105594
241588,72135000,3435,1614105629
241589,36015000,1715,1614105662
241590,45045000,2145,1614105668
241591,63105000,3005,1614105676
241592,17787000,847,1614105679
241593,76650000,3650,1614105704
241594,9114000,434,1614105716
241595,76587000,3647,1614105743
241596,31563000,1503,1614105751
241597,14595000,695,1614105753
241598,9807000,467,1614105755
241599,22470000,1070,1614105757
241600,58632000,2792,1614105764
241601,27132000,1292,1614105791
241602,58191000,2771,1614105819
241603,46599000,2219,1614105842
241604,38451000,1831,1614105927
241605,45108000,2148,1614105937
241606,63042000,3002,1614105953
241607,21945000,1045,1614105956
241608,63735000,3035,1614105971
241609,22470000,1070,1614105975
241610,63399000,3019,1614105988
241611,19908000,948,1614105991
241612,42273000,2013,1614105996
241613,31122000,1482,1614106000
241614,21798000,1038,1614106002
241615,64134000,3054,1614106048
241616,21651000,1031,1614106052
241617,63441000,3021,1614106095
241618,42441000,2021,1614106130
241619,64638000,3078,1614106143
241620,10689000,509,1614106150
241621,29337000,1397,1614106154
241622,56700000,2700,1614106167
241623,13566000,646,1614106168
241624,72072000,3432,1614106201
241625,21105000,1005,1614106205
241626,7728000,368,1614106206
241627,24969000,1189,1614106209
241628,60144000,2864,1614106226
241629,47061000,2241,1614106236
241630,20517000,977,1614106239
241631,79800000,3800,1614106264
241632,21651000,1031,1614106266
241633,46326000,2206,1614106272
241634,25641000,1221,1614106275
241635,22071000,1051,1614106278
241636,74592000,3552,1614106300
241637,33201000,1581,1614106306
241638,59199000,2819,1614106314
241639,13713000,653,1614106316
241640,84000000,4000,1614106328
241641,24150000,1150,1614106347
241642,28392000,1352,1614106350
241643,57204000,2724,1614106381
241644,22554000,1074,1614106386
241645,69846000,3326,1614106409
241646,22050000,1050,1614106413
241647,49140000,2340,1614106419
241648,17850000,850,1614106422
241649,73983000,3523,1614106444
241650,15414000,734,1614106472
241651,85008000,4048,1614106483
241652,3696000,176,1614106496
241653,27027000,1287,1614106500
241654,22092000,1052,1614106503
241655,9849000,469,1614106504
241656,75915000,3615,1614106517
241657,22386000,1066,1614106527
241658,85764000,4084,1614106540
241659,13356000,636,1614106545
241660,20769000,989,1614106548
241661,64470000,3070,1614106561
241662,22911000,1091,1614106569
241663,20160000,960,1614106571
241664,9618000,458,1614106573
241665,33663000,1603,1614106577
241666,55545000,2645,1614106597
241667,52605000,2505,1614106619
241668,11613000,553,1614106621
241669,73437000,3497,1614106642
241670,26859000,1279,1614106672
241671,66150000,3150,1614106697
241672,18732000,892,1614106709
241673,74676000,3556,1614106722
241674,33474000,1594,1614106744
241675,51576000,2456,1614106845
241676,56574000,2694,1614106870
241677,29085000,1385,1614106880
241678,9492000,452,1614106881
241679,75810000,3610,1614106897
241680,29316000,1396,1614106933
241681,25557000,1217,1614106937
241682,59430000,2830,1614106967
241683,23394000,1114,1614106973
241684,61761000,2941,1614106981
241685,36750000,1750,1614106998
241686,52248000,2488,1614107017
241687,55377000,2637,1614107025
241688,49329000,2349,1614107032
241689,44184000,2104,1614107041
241690,10752000,512,1614107042
241691,80892000,3852,1614107055
241692,23058000,1098,1614107061
241693,85092000,4052,1614107077
241694,22050000,1050,1614107085
241695,63693000,3033,1614107118
241696,24696000,1176,1614107133
241697,72219000,3439,1614107146
241698,21504000,1024,1614107151
241699,85386000,4066,1614107167
241700,21861000,1041,1614107233
241701,24339000,1159,1614107236
241702,62748000,2988,1614107257
241703,34608000,1648,1614107287
241704,53844000,2564,1614107307
241705,53550000,2550,1614107316
241706,32214000,1534,1614107381
241707,22386000,1066,1614107386
241708,11046000,526,1614107387
241709,13797000,657,1614107389
241710,11676000,556,1614107391
241711,85533000,4073,1614107402
241712,7350000,350,1614107428
241713,70392000,3352,1614107437
241714,30408000,1448,1614107442
241715,54600000,2600,1614107455
241716,24843000,1183,1614107464
241717,83307000,3967,1614107479
241718,16317000,777,1614107483
241719,73458000,3498,1614107496
241720,34692000,1652,1614107518
241721,50946000,2426,1614107551
241722,22512000,1072,1614107558
241723,32361000,1541,1614107562
241724,53634000,2554,1614107588
241725,22155000,1055,1614107591
241726,27594000,1314,1614107595
241727,16443000,783,1614107597
241728,68712000,3272,1614107611
241729,22995000,1095,1614107619
241730,80031000,3811,1614107631
241731,5124000,244,1614107634
241732,10017000,477,1614107635
241733,75453000,3593,1614107652
241734,13377000,637,1614107654
241735,64974000,3094,1614107661
241736,24297000,1157,1614107674
241737,23100000,1100,1614107679
241738,24570000,1170,1614107683
241739,80850000,3850,1614107707
241740,22050000,1050,1614107714
241741,35658000,1698,1614107719
241742,52290000,2490,1614107725
241743,15666000,746,1614107728
241744,69132000,3292,1614107736
241745,39018000,1858,1614107741
241746,27174000,1294,1614107745
241747,53109000,2529,1614107751
241748,32613000,1553,1614107767
241749,23436000,1116,1614107771
241750,15666000,746,1614107773
241751,32088000,1528,1614107778
241752,28518000,1358,1614107781
241753,11634000,554,1614107783
241754,86016000,4096,1614107794
241755,22134000,1054,1614107814
241756,86016000,4096,1614107828
241757,22134000,1054,1614107864
241758,67116000,3196,1614107888
241759,21924000,1044,1614107894
241760,25242000,1202,1614107897
241761,59535000,2835,1614107911
241762,44625000,2125,1614107923
241763,63525000,3025,1614107936
241764,22050000,1050,1614107941
241765,63546000,3026,1614107972
241766,44604000,2124,1614108009
241767,25011000,1191,1614108015
241768,77343000,3683,1614108027
241769,9282000,442,1614108035
241770,85218000,4058,1614108049
241771,13650000,650,1614108051
241772,25935000,1235,1614108054
241773,59199000,2819,1614108071
241774,48069000,2289,1614108085
241775,60081000,2861,1614108103
241776,26103000,1243,1614108132
241777,33390000,1590,1614108136
241778,13545000,645,1614108138
241779,71505000,3405,1614108160
